host_id,event_day,event_time,event_type,measurement_type,measurement_quantity,measurement_outcome,measurement_unit,inoculation_type,inoculation_pathogen,inoculation_dose,inoculation_unit,treatment_type,treatment_dose,treatment_dose,treatment_unit
kK6,37,24:39,treatment,measurement,8.830815564119238,false,g,Abigail Shaffer,Suzanne Rodriguez,6.638871477090059,mg,Steven Carter,13.373606858559965,ml
xI4,14,11:50,inoculation,measurement,3.484788329472179,true,ml,Donald Martin,Adrian Allen,6.459181411705036,ml,David Zamora,6.317515223856118,mg
oV2,95,10:20,treatment,measurement,10.57270344843454,false,ml,Deanna Bennett,Cynthia Shaw,8.588796769015952,ml,Maria Gomez,1.4843097932997262,ml
tX6,86,17:40,inoculation,treatment,6.216985614052212,false,mg,Nancy Vang,Kyle Scott,13.955557216370194,mg,David James,8.969872651288977,mg
qU7,56,14:29,measurement,inoculation,5.254380804031272,true,mg,Ryan Mcdonald,Kristen Evans,2.223438057902304,ml,Jennifer Allen,3.4418521743466157,mg
rN2,30,26:49,treatment,inoculation,1.7261207524615245,false,ml,Joshua Gordon,Jessica Greer,4.974452057163621,ml,Amanda Bailey,5.075894317671845,ml
sP4,45,20:39,treatment,treatment,4.521032420654531,false,ml,Holly Khan,Jeffrey Miles,1.8701870059532433,ml,Joshua Rocha,8.286863812513316,mg
gU0,26,29:29,inoculation,treatment,2.8157722633815396,true,mg,Christopher Myers,Kaylee Montgomery,12.17848022094492,ml,Timothy Roach,10.536488447536897,mg
sU0,84,21:20,measurement,measurement,8.85697788687943,false,ml,Robert Miller,Jeffery Allen,5.277368567578277,g,Rachel Cohen,9.077596569232824,mg
wR7,50,25:00,measurement,treatment,1.775768278015775,true,mg,Courtney Rodriguez,Amanda Carter,4.67936579270109,mg,Robert Marshall,12.198685400938318,g
rS8,5,18:19,treatment,treatment,13.759941600471567,false,g,Mary Harrison,Andrea Hubbard,14.237447797085508,mg,Kristin Lopez,5.171391253480917,ml
pO9,91,11:00,treatment,inoculation,12.007324462913823,true,mg,Carolyn Buchanan,Tyrone Smith,9.679205539772012,mg,James Moody,13.40977015835301,g
bK0,95,10:29,treatment,treatment,3.346615341619435,true,g,Andre Lopez,Cristina Houston,11.112038348658011,mg,Alyssa White,2.599106539503275,g
yO8,70,12:19,measurement,inoculation,14.715783435209069,false,g,Craig Merritt,Rhonda Graham,11.248960431754968,mg,Amber Hansen,13.244047549128327,g
sI0,33,24:50,treatment,treatment,9.693694346629165,false,mg,Stephen King,Sarah Nguyen,9.80358162932795,mg,Brandy Ball,2.534622721523454,ml
jQ9,55,19:40,measurement,inoculation,0.23790408557687326,false,g,Teresa Mendoza DVM,Michael Walsh,0.13321645895850776,ml,Rick Valencia,2.883883295953402,mg
yN5,43,13:39,measurement,inoculation,3.7077819428977117,true,ml,Nicholas Murphy,Nathaniel Savage,0.5513369500406368,mg,Elizabeth Hebert,1.3111240205856016,ml
wF9,68,27:20,inoculation,treatment,2.7292380569842196,true,mg,Daniel Hunter,Jeffrey Obrien,11.623738810194233,mg,Stephen Medina,12.026559673202453,g
kC8,50,16:50,measurement,treatment,9.229812772049538,true,mg,Ashley Wilson,Derek Carroll,10.161892814871731,ml,Mark Jordan,3.316626574440125,ml
lD9,11,23:19,treatment,measurement,0.02549037547024069,false,g,David Ross,Jennifer Davis,5.374155633713193,g,Michael Massey,9.390760188440305,g
oP4,72,23:29,treatment,measurement,3.7272235357678536,true,ml,Bradley Walker,Maureen Robinson,0.9591407682905051,ml,Annette Stevens,6.23724382994744,mg
lB6,19,27:30,inoculation,measurement,6.202211078771201,true,ml,William Glover,Jeffery Rose,14.104575078760131,mg,Tiffany Bass,9.397211699083465,mg
nL2,51,25:20,treatment,inoculation,14.868837582008599,false,g,Suzanne Russell,James Cruz,8.563278290683147,ml,Gina Phillips,5.0703926430436,ml
aT9,76,15:29,inoculation,measurement,2.0771385370310798,false,mg,Pamela Campbell,Gloria Johnson,1.8060879977632038,ml,Laura Watson,6.275457030396771,ml
kO5,7,12:50,inoculation,inoculation,9.548883178850756,true,mg,Joan Curtis,Marc King,6.7261471187172726,g,Robert Odom,5.013657138488522,mg
eZ7,94,16:40,measurement,measurement,3.0393752837571384,false,ml,Jason Greene,Brandon Williams,6.776837227766223,mg,Andrew Daniels,5.005654927721493,mg
pN2,15,25:50,treatment,treatment,11.316469963743621,true,mg,David Little,Sonia Ramsey,10.940651363154986,g,Tina Knapp,10.71911146646549,mg
xX8,,23:29,treatment,measurement,6.671109782156147,true,g,Lauren Gardner,Mary Harmon,13.137854882172281,mg,Carlos Johnson,11.340544765295512,ml
oN5,92,10:40,measurement,inoculation,3.651105470236252,true,mg,April Watson,Douglas King,14.832940657582816,ml,James Davis,6.888990995799535,ml
iF0,86,22:59,inoculation,treatment,2.5754591909638256,false,mg,Ralph Warren,Heather Garcia,12.452150241822817,ml,Sarah Bennett,4.681253602307184,ml
nH2,74,21:40,measurement,measurement,8.06930781752856,false,ml,Pamela Weeks,Lisa Horton,6.654230733415872,mg,Jasmine Kline,2.9997374261565577,ml
lI1,97,16:30,measurement,inoculation,11.733767760133414,false,ml,Alejandro Burton,Jennifer Sullivan,8.108193994113929,mg,Ricky Baxter,0.11756955355407162,mg
aF9,17,,measurement,inoculation,1.7181229979609436,false,mg,Patricia Nguyen,Daniel Mason,5.1389157209510055,g,Megan Fisher,10.593327215399649,mg
mM3,89,26:30,measurement,inoculation,0.2014698524988423,false,mg,Janice Boone,Teresa Mitchell,7.929334595457344,ml,Adam Olson,14.080072903574692,ml
qG5,52,22:40,measurement,inoculation,3.9498677354987266,false,mg,Catherine Patel,Tina Sanchez,2.646707361586743,g,Joshua Smith,2.398040871917791,g
aY6,0,16:29,measurement,inoculation,1.636509118106055,false,ml,Robert Scott,Jerry Farrell,12.580522252766011,g,Anthony Mercado,11.014960694670275,g
zF3,42,24:40,measurement,measurement,8.116303501950508,false,mg,Karen Davis,Leah Lowe,2.379642387589555,ml,Micheal Kim,2.273033455751124,ml
yO2,16,27:49,measurement,measurement,12.650620830297525,false,ml,Monique Kelley,Michael Willis,13.619074055254131,g,Kristine Fernandez,2.083915085723069,ml
qD9,82,16:39,measurement,measurement,3.5005104390246604,true,ml,Katrina Carroll,Jason Webb,9.17780004511478,ml,George Whitney,7.90016060803093,ml
lI7,24,28:59,treatment,treatment,8.340866683159978,false,mg,Mark Allen,Darlene Vega,13.4198187069566,ml,Michael Moreno,6.225479788426566,g
gF1,76,24:30,inoculation,inoculation,14.346883157780002,false,mg,Bailey Turner,Anthony Thompson,2.3639986210434905,mg,Gavin Jackson,13.69831295851483,ml
gV9,24,12:30,inoculation,measurement,13.005580146614918,false,mg,Rebecca Schneider,Johnny Jones,10.846881724372563,g,William Zimmerman,7.030451183895423,mg
oW5,53,10:09,treatment,treatment,8.76962724131333,false,g,Morgan Rubio,Dr. Jessica Nixon,12.789461682452448,g,Anthony Jenkins,14.005838226879376,mg
aD7,98,25:50,inoculation,treatment,12.280929012141875,false,mg,Raymond Campbell,Peter Vincent,9.076902824303186,mg,Paul Fletcher,11.735216592303363,g
oX3,30,10:40,treatment,treatment,11.303758775645077,true,mg,Kayla Terry,Shawn Gray,14.686533722112978,g,Madison Miller,5.46121022389279,g
uL0,96,12:50,measurement,treatment,11.896947956668878,false,ml,Karen Davis,James Palmer,3.272377114205807,ml,Terri Nash,12.108724943050504,ml
aY5,2,27:29,measurement,treatment,13.74331271078986,false,ml,Joseph Turner,Ricky Sanchez,1.0637460221575408,g,Nicholas Franklin,0.5981404890474445,mg
lC2,6,12:39,inoculation,treatment,5.867356722615165,true,g,Jennifer Wolfe,Kimberly Soto,3.765308890220087,g,Theresa Butler,7.701765312957921,ml
yF0,49,15:39,inoculation,measurement,14.911807309267122,false,mg,Madison Lawrence,Teresa Johns,1.7093091443912278,ml,Megan Edwards,4.2599714848911425,mg
xZ7,4,27:30,inoculation,inoculation,0.4795750761264944,true,g,John Ferguson,Tammy Novak,10.519446838947635,ml,Crystal Schwartz,1.0313765748104657,mg
cP4,55,19:29,inoculation,inoculation,10.996814597181979,true,ml,Sheryl Thomas,Shelia Gomez,6.574307042122701,mg,William Woods,14.725078104875777,g
yJ0,7,11:00,treatment,inoculation,13.038550292206894,true,ml,Paul Myers,Stephen Schultz,10.958534040264846,mg,Amanda Miller,11.922995378849533,mg
zD5,99,18:09,inoculation,treatment,4.249287525135021,true,mg,Lisa Carroll,Mary Jones,14.31117271735691,ml,Amber Molina,5.08057655985669,ml
wM5,56,15:40,inoculation,measurement,14.43764251823506,false,mg,Frank Richardson,Amy Phelps,13.943688682248723,g,Carly Johnson,8.7837940624653,g
vF4,47,16:30,measurement,treatment,14.771065607506317,false,mg,Priscilla Ramos,Gregory Pratt,3.29818012352493,mg,Jennifer Mason,8.710203192313683,mg
dT0,84,16:00,inoculation,inoculation,1.3319548286072718,true,mg,Heather Nichols,Matthew Collins,1.5679673313973708,g,Jeremy Taylor,7.821723244970321,mg
gM3,55,29:20,inoculation,inoculation,8.916801223989479,false,ml,Dr. Harold Blake MD,Rodney Burns,1.5323898157367162,ml,Brandon Woods,11.15273861772867,mg
wP3,36,20:49,treatment,treatment,10.046885689469853,true,g,Eduardo Thomas,Kevin Frank,3.759676539577109,mg,Steven Martinez,5.4717342960786635,mg
rQ2,0,25:50,measurement,treatment,4.386851409367995,false,g,Christopher Adams,Yolanda James,12.084700336839797,ml,Eduardo Lam,2.6572927485805926,g
xK2,22,11:30,inoculation,measurement,1.261709584412879,true,g,Courtney Hutchinson,Thomas Mckee,13.468294641581465,mg,Nicholas Edwards,2.8044478488401454,g
hQ7,41,27:50,treatment,treatment,12.882860293096241,true,mg,Teresa Williams,Michelle Cortez,3.189357867436237,mg,Carlos Fowler,1.2012722832951401,ml
zM4,84,12:49,measurement,measurement,11.748189867356706,false,mg,Jennifer Reynolds,Ryan Brown,12.187875069111554,g,Joshua Mcfarland,2.6951941039037948,g
fX2,68,24:19,treatment,inoculation,14.729057574802743,true,mg,Courtney Clark,Sherry Wilkinson,8.167383268185135,g,Sara Manning,6.973575152965897,ml
wM3,16,20:19,inoculation,treatment,2.6924484404438784,false,g,Michael Bell,William Scott,10.423166484488045,mg,Thomas Hardy,12.249470662959325,mg
sG0,8,15:30,treatment,inoculation,8.96316665087906,false,mg,Diane Johnson,Thomas Rice,3.732322235895154,g,Kimberly Becker,11.419891377060672,g
pS7,58,29:30,measurement,measurement,7.405572035500703,true,g,Ryan Thornton,Joann Bridges,10.229299150148657,g,Dennis Phillips,7.656123079670134,g
